AE.01.101	Abu Dhabi Municipality
KH.09.1006	Srŏk Chĕt Bŭri
KH.12.1506	Srŏk Véal Vêng
KH.08.0904	Krŏng Khémârâ Phumĭn
KH.08.0905	Srŏk Môndôl Seima
KH.04.0501	Srŏk Basedth
KH.04.0502	Krŏng Chbar Mon
KH.19.2101	Srŏk Ângkôr Borei
KH.19.2103	Srŏk Borei Cholsar
KH.19.2108	Krŏng Doun Kaev
KH.26.2301	Srŏk Dâmnăk Châng’aeur
KH.21.0704	Srŏk Chŭm Kiri
KH.21.0705	Srŏk Dângtóng
KH.21.0707	Srŏk Tœ̆k Chhu
KH.07.0811	Krŏng Ta Khmau
KH.22.1207	Khan Rœssei Kêv
KH.22.1204	Khan Tuŏl Koŭk
KH.22.1209	Khan Chey Por Senchey
KH.22.1205	Khan Dângkaô
KH.14.1405	Srŏk Mésang
KH.14.1409	Srŏk Preăh Sdéch
KH.14.1413	Srŏk Svay Ântôr
KH.18.2008	Krŏng Bavĕt
KH.29.0201	Srŏk Banăn
KH.29.0205	Srŏk Âk Phnŭm
KH.29.0211	Srok Phnum Proek
KH.24.1702	Srŏk Ângkôr Thum
KH.25.0105	Ou Chrov District
KH.08.0906	Srae Ambel
KH.25.0106	Serei Saophoan
KH.28.1801	Krong Preah Sihanouk
KH.21.0708	Kampong Bay
KH.21.0706	Kampong Tranch
KH.21.0702	Banteay Meas
KH.21.0701	Angkor Chey
KH.21.0703	Chhouk District
KH.25.0102	Mongkol Borei
KH.25.0103	Phnom Srok
KH.25.0104	Preah Netr Preah
KH.02.0302	Chamkar Leu
KH.02.0306	Kampong Siem
KH.02.0307	Kang Meas
KH.02.0308	Kaoh Soutin
KH.02.0313	Prey Chhor
KH.02.0315	Steung Trang
KH.03.0404	Kampong Leaeng
KH.03.0405	Kampong Tralach
KH.03.0408	Tuek Phos
KH.04.0504	Aoral
KH.04.0506	Phnum Sruoch
KH.04.0508	Thpong
KH.05.0606	Sandan
KH.07.0804	Kaoh Thum
KH.07.0805	Leuk Daek
KH.07.0806	Lvea Aem
KH.07.0807	Mukh Kampul
KH.07.0810	S'ang
KH.08.0907	Thma Bang
KH.09.1001	Chhloung
KH.09.1003	Preaek Prasab
KH.09.1004	Sambour
KH.09.1005	Snuol
KH.10.1102	Khaoh Neaek
KH.10.1103	Ou Reang
KH.27.2203	Chong Kal
KH.28.1802	Prey Nob
KH.13.1303	Choam Khsant
KH.14.1403	Kampong Trabaek
KH.14.1404	Kanhchriech
KH.14.1406	Peam Chor
KH.14.1407	Peam Ro
KH.14.1412	Sithor Kandal
KH.12.1504	Phnum Kravanh
KH.23.1605	Lumphat
KH.23.1609	Veun Sai
KH.24.1704	Chi Kraeng
KH.24.1706	Kralanh
KH.24.1711	Soutr Nkom
KH.24.1712	Srei Snam
KH.17.1903	Siem Pang
KH.17.1905	Thala Barivat
KH.18.2001	Chantrea
KH.18.2004	Romeas Haek
KH.18.2003	Rumduol
KH.19.2102	Bati
KH.19.2104	Kiri Vong
KH.19.2109	Tram Kak
KH.18.2007	Svay Teab
KH.14.1410	Krong Prey Veng
KH.18.2006	Krong Svay Rieng
KH.26.2302	Krong Kaeb
KH.22.1214	Khan Kamboul
KH.22.1212	Chbar Ampov
KH.22.1213	Boeng Keng Kang
KI.02.KT	Kiritimati
KI.01.MN	Makin
KI.01.ME	Marakei
KI.02.TU	Tabuaeran
KI.01.TW	Tarawa
KP.15.1866790	Yangdŏk-kun
KP.15.1869013	Sunch’ŏn-si
KP.15.1869039	Sukch’ŏn-gun
KP.17.2038910	Yŏnsa-gun
KP.11.2039624	Uiju County
KP.18.2042641	Najin
KR.06.32330	Yeongwol-gun
KR.11.11030	Yongsan-gu
KR.16.36440	Yeonggwang-gun
KR.05.33340	Yeongdong-gun
KR.14.37350	Yeongdeok-gun
KR.14.37070	Yeongcheon-si
KR.16.36410	Yeongam-gun
KR.13.31350	Yeoncheon-gun
KR.13.31280	Yeoju-si
KR.16.36020	Yeosu-si
KR.17.34370	Yesan-gun
KR.14.37400	Yecheon-gun
KR.20.38100	Yangsan-si
KR.13.31380	Yangpyeong-gun
KR.06.32380	Yanggu-gun
KR.06.32020	Wonju-si
KR.14.37020	Gyeongju
KR.14.37430	Ulleung-gun
KR.13.31030	Uijeongbu-si
KR.10.21060	Dongnae-gu
KR.06.32040	Donghae-si
KR.17.34080	Dangjin-si
KR.16.36310	Damyang-gun
KR.15.22310	Dalseong-gun
KR.19.25050	Daedeok-gu
KR.13.31010	Suwon-si
KR.16.36030	Suncheon-si
KR.03.35360	Sunchang-gun
KR.17.34050	Seosan-si
KR.13.31020	Seongnam-si
KR.06.32060	Sokcho-si
KR.01.39020	Seogwipo-si
KR.17.34340	Seocheon-gun
KR.16.36480	Sinan-gun
KR.14.37080	Sangju-si
KR.13.31070	Pyeongtaek
KR.06.32340	Pyeongchang-gun
KR.17.34330	Buyeo-gun
KR.13.31050	Bucheon-si
KR.03.35380	Buan-gun
KR.05.33320	Boeun-gun
KR.16.36360	Boseong-gun
KR.17.34030	Boryeong-si
KR.14.37010	Pohang-si
KR.13.31270	Pocheon-si
KR.13.31200	Paju-si
KR.05.33330	Okcheon-gun
KR.17.34060	Nonsan-si
KR.13.31130	Namyangju-si
KR.03.35050	Namwon
KR.20.38350	Namhae-gun
KR.16.36040	Naju-si
KR.03.35330	Muju-gun
KR.16.36420	Muan-gun
KR.16.36010	Mokpo-si
KR.20.38080	Miryang-si
KR.14.37100	Gyeongsan-si
KR.16.36060	Gwangyang-si
KR.13.31250	Gwangju-si
KR.16.36330	Gurye-gun
KR.14.37310	Gunwi-gun
KR.03.35020	Gunsan-si
KR.17.34310	Geumsan-gun
KR.13.31230	Gimpo-si
KR.03.35060	Gimje-si
KR.14.37050	Gumi-si
KR.13.31100	Goyang-si
KR.06.32400	Goseong-gun
KR.20.38340	Goseong-gun
KR.17.34020	Gongju-si
KR.20.38090	Geoje-si
KR.05.33360	Goesan-gun
KR.03.35370	Gochang-gun
KR.20.38070	Gimhae-si
KR.06.32030	Gangneung-si
KR.12.23310	Ganghwa-gun
KR.03.35350	Imsil-gun
KR.03.35030	Iksan-si
KR.13.31210	Icheon-si
KR.16.36370	Hwasun-gun
KR.17.34360	Hongseong-gun
KR.06.32310	Hongcheon-gun
KR.20.38380	Hamyang-gun
KR.16.36430	Hampyeong-gun
KR.16.36400	Haenam-gun
KR.20.38360	Hadong-gun
KR.14.37060	Yeongju-si
KR.20.38050	Tongyeong-si
KR.05.33020	Chungju-si
KR.06.32010	Chuncheon-si
KR.06.32360	Cheorwon-gun
KR.03.35010	Jeonju-si
KR.17.34350	Cheongyang-gun
KR.03.35040	Jeongeup-si
KR.05.33010	Cheongju-si
KR.17.34010	Cheonan-si
KR.20.38030	Jinju-si
KR.05.33350	Jincheon-gun
KR.03.35320	Jinan-gun
KR.14.37390	Chilgok-gun
KR.01.39010	Jeju-si
KR.20.38110	Changwon-si
KR.03.35340	Jangsu-gun
KR.16.36450	Jangseong-gun
KR.20.38330	Changnyeong-gun
KR.16.36380	Jangheung-gun
KR.17.34040	Asan-si
KR.13.31040	Anyang-si
KR.13.31220	Anseong
KR.14.37040	Andong-si
KR.11.11180	Geumcheon-gu
KR.06.32370	Hwacheon-gun
KR.06.32050	Taebaek-si
KR.13.31180	Hanam-si
KR.13.31090	Ansan-si
KR.13.31160	Gunpo-si
KR.13.31060	Gwangmyeong-si
KR.13.31140	Osan-si
KR.13.31120	Guri-si
KR.13.31260	Yangju-si
KR.12.23060	Bupyeong-gu
KR.05.33390	Jeungpyeong-gun
KR.19.25040	Yuseong-gu
KR.18.24020	Seo-gu
KR.10.21310	Gijang-gun
KR.12.23320	Ongjin-gun
KR.14.37030	Gimcheon-si
KR.13.31240	Hwaseong-si
KR.14.37090	Mungyeong-si
KR.06.32070	Samcheok-si
KR.14.37330	Cheongsong-gun
KR.13.31370	Gapyeong-gun
KR.22.29010	Sejong-Si
KZ.07.608022	Terekti Aūdany
KZ.04.828331	Aktobe Gorodskaya Administratsiya
KZ.10.1517878	Tyul’kubasskiy Rayon
KZ.03.1519241	Burabay
KZ.10.1519675	Saryagachskiy Rayon
KZ.13.1520378	Denisovskiy Rayon
KZ.12.1520952	Abayskiy Rayon
KZ.16.1521352	Esil District
KZ.10.1521378	Tolebiyskiy Rayon
KZ.13.1524278	Fëdorovskiy Rayon
KZ.03.1526033	Atbasar
KZ.03.1526056	Astrakhan
KZ.03.1526436	Akkol
KZ.12510143.1526967	Abayskiy Rayon
KZ.13.1537246	Kostanay Gorodskaya Administratsiya
KZ.03.1537265	Stepnogorsk Gorodskaya Administratsiya
KZ.12.1537266	Karaganda Gorodskaya Administratsiya
LA.15.1201	Muang Thakhèk
LA.02.1607	Muang Champasak
LA.01.1701	Muang Xaiséttha
LA.03.0703	Viengxon
LB.07.276591	Caza de Bent Jbaïl
LB.06.7735345	Caza de Saida
LB.05.10119971	Keserwan District
LC.08.100570000	Village
LC.03.30050000	Balata
LC.06.120170000	Corinth
LC.08.100470000	Praslin
LC.08.100370000	Mon Repos
LC.10.90260000	La Resource
LC.08.100030000	Anse Ger
LC.03.20230000	Ciceron
LC.10.90350000	Moule A Chique
LC.03.30110600	Miami/Bexon
LC.03.30030000	Babonneau Proper
LC.10.90230000	Industrial Estate
LC.06.120330000	Monchy
LC.07.80160000	H'Erelle
LC.03.30110000	Bexon
LC.03.20630000	Morne Dudon
LC.01.40020000	Au Tabor
LC.03.20120000	Bissee
LC.03.20231400	Monkey Town Ciceron
LC.03.30110502	Floissac/Marc
LC.03.30870000	Trois Piton
LC.04.70180000	La Fargue
LC.05.110360000	Pascal
LC.06.120460000	Rodney Heights
LC.08.100300000	La Pointe
LC.09.60490000	Town
LC.10.90010000	Augier
LK.38.43	Vavuniya District
LK.32.62	Puttalam District
LK.30.72	Polonnaruwa District
LK.29.23	Nuwara Eliya District
LK.38.44	Mullaitivu District
LK.35.82	Moneragala District
LK.34.32	Matara District
LK.29.22	Matale District
LK.38.42	Mannar District
LK.32.61	Kurunegala District
LK.38.45	Kilinochchi District
LK.33.92	Kegalle District
LK.29.21	Kandy District
LK.36.13	Kalutara District
LK.38.41	Jaffna District
LK.34.33	Hambantota District
LK.36.12	Gampaha District
LK.34.31	Galle District
LK.36.11	Colombo District
LK.37.51	Batticaloa District
LK.35.81	Badulla District
LK.30.71	Anuradhapura District
LK.37.52	Ampara District
LS.10.7670811	Mapoteng
LT.65.13	Vilnius
LT.65.41	Vilnius District Municipality
LT.61.91	Šiaulių rajonas
LT.61.29	Šiauliai
LT.60.66	Panevėžys District Municipality
LT.60.27	Panevėžys City
LT.58.25	Palanga
LT.58.23	Neringa
LT.59.18	Marijampolė Municipality
LT.58.55	Klaipėdos rajonas
LT.58.21	Klaipėda
LT.57.52	Kauno rajonas
LT.57.19	Kaunas
LT.56.15	Druskininkai
LT.57.12	Birštonas
LT.56.11	Alytus
LT.56.33	Alytaus rajonas
LT.61.32	Akmenės Rajonas
LT.56.59	Lazdijai
LT.56.38	Varėna
LT.57.46	Jonava
LT.57.49	Kaišiadorys
LT.57.53	Kėdainiai
LT.57.69	Prienai
LT.57.72	Raseiniai
LT.58.56	Kretinga
LT.58.75	Skuodas
LT.58.88	Šilutė
LT.59.84	Sakiai
LT.59.39	Vilkaviškis District Municipality
LT.60.36	Biržai
LT.60.57	Kupiškis
LT.60.67	Pasvalys
LT.60.73	Rokiškis
LT.61.47	Joniškis
LT.61.54	Kelmė
LT.61.65	Pakruojis
LT.61.71	Radviliškis
LT.62.77	Tauragė
LT.62.94	Jurbarkas
LT.62.87	Šilalė
LT.63.78	Telšiai
LT.63.61	Mažeikiai
LT.63.68	Plungė
LT.64.82	Utena
LT.64.30	Visaginas
LT.64.34	Anykščiai
LT.64.45	Ignalina
LT.64.62	Moletai
LT.64.43	Zarasai
LT.65.85	Šalčininkai
LT.65.89	Sirvintos
LT.65.86	Svencionys
LT.65.79	Trakai
LT.65.81	Ukmergė
LT.59.48	Kalvarija Municipality
LT.59.58	Kazlų Rūda Municipality
LT.62.63	Pagėgiai
LT.63.74	Rietavas
LT.65.42	Elektrėnai
LU.WI.11	Wiltz
LU.CL.09	Troisvierges
LU.ES.14	Schifflange
LU.ES.13	Sanem
LU.ES.12	Rumelange
LU.ES.09	Pétange
LU.LU.2960317	Ville de Luxembourg
LU.ES.06	Kayl
LU.GR.04	Grevenmacher
LU.DI.07	Ettelbruck
LU.EC.05	Echternach
LU.ES.03	Dudelange
LU.ES.02	Differdange
LU.DI.04	Diekirch
LU.ES.01	Bettembourg
LU.DI.08	Feulen
LU.WI.05	Lac de la Haute-Sûre
LU.CA.03	Dippach
LU.CA.04	Garnich
LU.CA.05	Hobscheid
LU.CA.06	Kehlen
LU.CA.07	Koerich
LU.CA.08	Kopstal
LU.CA.09	Mamer
LU.CA.10	Septfontaines
LU.CA.11	Steinfort
LU.ES.04	Esch-sur-Alzette
LU.ES.05	Frisange
LU.ES.07	Leudelange
LU.ES.08	Mondercange
LU.ES.10	Reckange-sur-Mess
LU.ES.11	Roeser
LU.LU.01	Bertrange
LU.LU.02	Contern
LU.LU.03	Hesperange
LU.LU.04	Niederanven
LU.LU.05	Sandweiler
LU.LU.06	Schuttrange
LU.LU.07	Steinsel
LU.LU.08	Strassen
LU.LU.09	Walferdange
LU.LU.10	Weiler-la-Tour
LU.ME.01	Berg
LU.ME.02	Bissen
LU.ME.03	Boevange-sur-Attert
LU.ME.04	Fischbach
LU.ME.05	Heffingen
LU.ME.06	Larochette
LU.ME.07	Lintgen
LU.ME.08	Lorentzweiler
LU.ME.09	Mersch
LU.ME.10	Nommern
LU.ME.11	Tuntange
LU.CL.01	Wincrange
LU.CL.03	Clervaux
LU.CL.10	Weiswampach
LU.DI.02	Bettendorf
LU.DI.03	Bourscheid
LU.DI.06	Erpeldange
LU.DI.11	Mertzig
LU.DI.12	Reisdorf
LU.DI.13	Schieren
LU.RD.02	Beckerich
LU.RD.05	Ell
LU.RD.06	Rambrouch
LU.RD.07	Grosbous
LU.RD.09	Redange-sur-Attert
LU.RD.10	Saeul
LU.RD.11	Useldange
LU.RD.12	Vichten
LU.RD.13	Wahl
LU.WI.01	Boulaide
LU.WI.02	Esch-sur-Sûre
LU.WI.04	Goesdorf
LU.WI.13	Winseler
LU.VD.01	Tandel
LU.VD.02	Putscheid
LU.VD.03	Vianden
LU.EC.01	Beaufort
LU.EC.02	Bech
LU.EC.03	Berdorf
LU.EC.04	Consdorf
LU.EC.06	Mompach
LU.EC.07	Rosport
LU.EC.08	Waldbillig
LU.GR.01	Betzdorf
LU.GR.02	Biwer
LU.GR.03	Flaxweiler
LU.GR.05	Junglinster
LU.GR.06	Manternach
LU.GR.07	Mertert
LU.GR.09	Wormeldange
LU.RM.00	Bous
LU.RM.02	Dalheim
LU.RM.03	Lenningen
LU.RM.04	Mondorf-les-Bains
LU.RM.05	Schengen
LU.RM.06	Remich
LU.RM.07	Stadtbredimus
LU.RM.08	Waldbredimus
LU.WI.8641289	Kiischpelt
LU.RD.8641291	Commune de Préizerdaul
LU.DI.8641526	Commune de la Vallée de l'Ernz
LU.CA.8641865	Käerjeng
LU.CL.63	Parc Hosingen
LV.01.0320201	Aizkraukle
LV.DN.0640605	Aizpute
LV.18.0661007	Aloja
LV.15.0624200	Alsungas novads
LV.02.0360201	Alūksne
LV.15.0621209	Skrunda
LV.05.0424746	Drabešu pagasts
LV.08.0460805	Auce
LV.D1.0360805	Ape
LV.95.0804948	Babītes pagasts
LV.04.0400201	Bauska
LV.09.0500201	Gulbene
LV.31.0964762	Kauguru pagasts
LV.27.0840625	Cieceres pagasts
LV.31.0967170	Matīšu pagasts
LV.05.0420201	Cēsis
LV.20.0700807	Cesvaine
LV.AN.0440807	Ilūkste
LV.B5.0801817	Vangaži
LV.14.0601009	Dagda
LV.08.0460201	Dobele
LV.12.0540258	Kalnciema pagasts
LV.28.0885150	Dundagas pagasts
LV.DN.0640888	Tadaiķu pagasts
LV.01.0321007	Jaunjelgava
LV.29.0905182	Smārdes pagasts
LV.20.0705554	Ērgļu pagasts
LV.B5.0806000	Garkalnes pagasts
LV.24.0781817	Viļāni
LV.21.0740605	Ikšķile
LV.04.0406400	Iecavas pagasts
LV.C7.0801864	Inčukalna pagasts
LV.29.0905756	Jaunpils pagasts
LV.11.0090000	Jelgava
LV.19.0681009	Kārsava
LV.12.0540286	Valgundes pagasts
LV.12.0540290	Vilces pagasts
LV.13.0130000	Jūrmala
LV.29.0901211	Kandava
LV.A2.0801009	Olaine
LV.21.0741009	Ķegums
LV.80.0800807	Baloži
LV.21.0741413	Lielvārde
LV.80.0800870	Ķekavas pagasts
LV.05.0421211	Līgatne
LV.31.0960264	Kocēnu pagasts
LV.01.0326160	Kokneses pagasts
LV.14.0600201	Krāslava
LV.16.0170000	Liepāja
LV.C7.0806968	Krimuldas pagasts
LV.31.0250000	Valmiera
LV.15.0620201	Kuldīga
LV.18.0660201	Limbaži
LV.90.0761211	Līvāni
LV.20.0701413	Lubāna
LV.19.0680201	Ludza
LV.95.0807600	Mārupes novads
LV.20.0700268	Liezēres pagasts
LV.20.0700201	Madona
LV.21.0740201	Ogre
LV.28.0880201	Talsi
LV.10.0561815	Viesīte
LV.28.0887600	Mērsraga novads
LV.31.0967372	Naukšēnu pagasts
LV.DN.0641413	Pāvilosta
LV.01.0327170	Neretas pagasts
LV.28.0880217	Valdemārpils
LV.DN.0647978	Nīcas pagasts
LV.01.0321413	Pļaviņas
LV.22.0760201	Preiļi
LV.23.0210000	Rēzekne
LV.05.0427580	Stalbes pagasts
LV.05.0427372	Priekuļu pagasts
LV.D1.0427776	Raunas pagasts
LV.18.0661405	Ainaži
LV.31.0961615	Rūjiena
LV.C3.0801211	Salaspils
LV.22.0766362	Riebiņu pagasts
LV.27.0840201	Saldus
LV.25.0010000	Rīga
LV.28.0888301	Rojas novads
LV.C7.0801615	Sigulda
LV.DN.0648584	Rucavas pagasts
LV.18.0661415	Salacgrīva
LV.10.0568786	Salas pagasts
LV.D1.0941615	Smiltene
LV.31.0941813	Seda
LV.31.0941817	Strenči
LV.C5.0801413	Saulkrasti
LV.01.0328200	Skrīveru pagasts
LV.B5.0809600	Stopiņu pagasts
LV.28.0880213	Sabile
LV.28.0880215	Stende
LV.08.0468988	Tērvetes pagasts
LV.29.0900201	Tukums
LV.DN.0649392	Vaiņodes pagasts
LV.E1.0701817	Varakļāni
LV.05.0429392	Vecpiebalgas pagasts
LV.34.0804400	Ādažu novads
LV.10.0560805	Aknīste
LV.03.0380201	Balvi
LV.80.0800605	Baldone
LV.DN.0641009	Grobiņa
LV.31.0961011	Mazsalaca
LV.12.0546766	Ozolnieku pagasts
LV.DN.0641615	Priekule
LV.30.0940201	Valka
LV.03.0381615	Viļaka
LV.04.0409594	Vecumnieku pagasts
LV.32.0270000	Ventspils
LV.19.0681817	Zilupe
LV.33.0980270	Ugāles pagasts
MA.09.581	Tiznit
MA.01.571	Tetouan
MA.03.561	Taza
MA.09.551	Tata
MA.09.541	Taroudannt
MA.03.531	Taounate
MA.10.521	Tan-Tan
MA.01.511	Tanger-Assilah
MA.04.481	Sidi-Kacem
MA.06.461	Settat Province
MA.04.441	Sale
MA.07.431	Safi
MA.04.421	Rabat
MA.02.411	Oujda-Angad
MA.08.401	Ouarzazate
MA.02.381	Nador
MA.01.331	Larache
MA.05.311	Khouribga Province
MA.05.301	Khenifra
MA.04.291	Khemisset
MA.04.281	Kenitra Province
MA.09.273	Inezgane-Ait Melloul
MA.03.271	Ifrane
MA.10.261	Guelmim
MA.02.251	Figuig
MA.07.211	Essaouira
MA.08.201	Errachidia
MA.07.191	Kelaa-Des-Sraghna
MA.06.181	El-Jadida
MA.01.151	Chefchaouen Province
MA.03.131	Boulemane
MA.06.111	Benslimane
MA.05.091	Beni-Mellal
MA.05.081	Azilal Province
MA.01.051	Al-Hoceima
MA.09.001	Agadir-Ida-ou-Tnan
MA.04.501	Skhirate-Temara
MA.10.071	Assa-Zag
MA.11.221	Es-Semara
MA.03.061	Meknes
MA.07.161	Chichaoua
MA.07.351	Marrakech
MA.03.451	Sefrou
MA.02.113	Berkane
MA.02.275	Jerada
MA.02.533	Taourirt
MA.11.121	Boujdour
MA.09.163	Chtouka-Ait-Baha
MA.07.041	Al-Haouz
MA.06.141	Casablanca
MA.03.591	Moulay-Yacoub
MA.03.171	El-Hajeb
MA.12.066	Aousserd
MA.12.391	Oued-Ed-Dahab
MA.06.385	Nouaceur
MA.03.231	Fes
MA.06.371	Mohammedia
MA.08.587	Zagora
MA.06.355	Mediouna
MA.06.117	Berrechid Province
MA.02.167	Driouch Province
MA.08.577	Tinghir Province
MA.01.405	Ouezzane Province
MA.01.573	M'Diq-Fnideq
MA.04.491	Sidi Slimane
MA.06.467	Sidi Bennour
MA.07.585	Youssoufia
MA.08.363	Midelt
MA.07.427	Rehamna
MA.11.537	Tarfaya
MA.10.473	Sidi Ifni
MA.05.255	Fquih Ben Salah Province
MG.33.33313	Ambatondrazaka District
MG.33.33312	Amparafaravola District
MG.31.31306	Brickaville
MG.11.11106	Manjakandriana
MG.33.33314	Moramanga District
MG.21.21201	Fianarantsoa I
MG.21.21208	Ambohimahasoa
MG.22.22203	Ambositra District
MG.12.12118	Antsirabe II
MG.12.12108	Antsirabe I District
MG.12.12114	Antanifotsy
MG.12.12110	Ambatolampy
MG.42.42413	Antsohihy
MG.42.42412	Befandriana Nord
MG.42.42410	Mandritsara
MG.31.31301	Toamasina I
MG.31.31310	Toamasina II
MG.72.72712	Andapa District
MG.41.41406	Marovoay District
MG.32.32315	Vavatenina District
MG.32.32303	Maroantsetra District
MG.32.32304	Mananara Nord District
MG.53.53517	Betroka District
MG.25.25213	Farafangana District
MG.25.25214	Vangaindrano District
MG.53.53519	Amboasary District
MG.51.51504	Morombe District
MG.42.42414	Bealanana District
MG.51.51505	Ankazoabo District
MG.12.12109	Betafo District
MG.54.54511	Miandrivazo District
MG.51.51520	Toliara II District
MG.51.51501	Toliara I District
MG.33.33316	Andilamena District
MG.22.22202	Ambatofinandrahana District
MG.22.22204	Fandriana District
MG.54.54508	Morondava District
MG.54.54502	Manja District
MG.51.51503	Beroroha District
MG.11.11104	Ankazobe District
MG.11.11103	Ambohidratrimo District
MG.11.11115	Andramasina District
MG.51.51512	Sakaraha District
MG.51.51507	Ampanihy District
MG.51.51506	Betioky District
MG.52.52516	Ambovombe District
MG.52.52513	Beloha District
MG.52.52518	Bekily District
MG.71.71715	Antsiranana I
MG.71.71713	Antsiranana II
MG.52.52514	Tsihombe
MG.53.53515	Taolagnaro
MG.11.11107	Anjozorobe
MG.12.12116	Faratsiho
MG.14.14111	Tsiroanomandidy
MG.14.14119	Fenoarivobe
MG.13.13105	Arivonimamo
MG.13.13112	Miarinarivo
MG.13.13113	Soavinandriana
MG.21.21205	Ambalavao
MG.21.21219	Ikalamavony
MG.26.23211	Ikongo
MG.26.23210	Manakara
MG.41.41401	Mahajanga I
MG.43.43404	Maevatanana
MG.43.43408	Tsaratanana
MG.44.44421	Maintirano
MG.72.72711	Sambava
MG.71.71718	Nosy Be
MG.71.71717	Ambilobe
MG.72.72710	Antalaha
MG.31.31308	Mahanoro
MG.31.31309	Marolambo
MG.32.32305	Fenerive Est
MG.32.32318	Soanierana Ivongo
MG.54.54510	Belo Sur Tsiribihina
MG.71.71719	Ambanja
MG.25.25217	Vondrozo
MG.21.21220	Lalangina
MG.27.23206	Ifanadiana
MG.27.23207	Nosy-Varika
MG.27.23209	Mananjary
MG.24.24216	Ihosy
MG.26.23212	Vohipeno
MG.41.41403	Soalala
MG.41.41405	Ambato Boeni
MG.42.42409	Port-Berge (Boriziny-Vaovao)
MG.42.42411	Analalava
MG.42.42423	Mampikony
MG.44.44402	Besalampy
MG.44.44420	Antsalova
MG.31.31307	Vatomandry
MG.24.24218	Ivohibe
MK.F6.C8	Čair
MK.F6.29	Opstina Gjorce Petrov
MK.F6.32	Gazi Baba
MK.F6.44	Kisela Voda
MK.F6.90	Saraj
MK.F6.A3	Šuto Orizari
MK.F6.F3	Aerodrom
MK.F6.F4	Butel
ML.06.7670554	Koutiala Cercle
ML.07.7701199	Kati Cercle
ML.05.7701202	Segou
ML.08.7701473	Dire
ML.03.7701481	Kayes Cercle
ML.05.7701496	Bla
ML.03.7701501	Kita Cercle
ML.06.7701502	Bougouni Cercle
ML.07.7701503	Koulikoro
ML.06.8631512	Cercle de Kadiolo
ML.05.8631514	Cercle de Niono
ML.05.8631515	Cercle de Macina
ML.09.8631537	Cercle de Bourem
ML.09.8631538	Ansongo Cercle
ML.12070577.8631539	Cercle de Ménaka
MM.08.MMR010D006	Yamethin District
MM.10.MMR005D007	Mawlaik District
MM.16.MMR007D002	Taungoo District
MM.15.MMR009D003	Thayet District
MM.13.MMR011D002	Thaton District
MM.16.MMR008D002	Thayarwady District
MM.12.MMR006D001	Dawei District
MM.10.MMR005D002	Shwebo District
MM.01.MMR012D004	Thandwe District
MM.10.MMR005D001	Sagaing District
MM.03.MMR017D006	Pyapon District
MM.16.MMR008D001	Pyay District
MM.15.MMR009D004	Pakokku District
MM.10.MMR005D008	Hkamti District
MM.04.MMR001D001	Myitkyinā District
MM.08.MMR010D004	Myingyan District
MM.03.MMR017D003	Myaungmya District
MM.15.MMR009D002	Minbu District
MM.12.MMR006D002	Myeik District
MM.08.MMR010D007	Meiktila District
MM.03.MMR017D005	Ma-ubin District
MM.08.MMR010D001	Mandalay District
MM.15.MMR009D001	Magway District
MM.08.MMR010D003	Kyaukse District
MM.01.MMR012D003	Kyaunkpyu District
MM.10.MMR005D004	Katha District
MM.03.MMR017D002	Hinthada District
MM.16.MMR007D001	Bago District
MM.04.MMR001D003	Bhamo District
MM.03.MMR017D001	Pathein District
MM.01.MMR012D001	Sittwe District
MM.01.MMR012D002	Maungdaw District
MM.03.MMR017D004	Labutta District
MM.04.MMR001D004	Putao District
MM.04.MMR001D002	Mohnyin District
MM.05.MMR003D001	Hpa-an District
MM.05.MMR003D002	Myawaddy District
MM.05.MMR003D003	Kawkareik District
MM.06.MMR002D001	Loikaw District
MM.08.MMR010D005	Nyaung-U District
MM.08.MMR010D002	Pyin Oo Lwin District
MM.10.MMR005D005	Kale District
MM.10.MMR005D006	Tamu District
MM.11.MMR014D001	Taunggyi District
MM.11.MMR016D003	Tachileik District
MM.11.MMR015D003	Kyaukme District
MM.11.MMR015D002	Mu Se District
MM.11.MMR014D002	Loilem District
MM.11.MMR016D001	Kengtung District
MM.11.MMR015D001	Lashio District
MM.12.MMR006D003	Kawthaung District
MM.13.MMR011D001	Mawlamyine District
MM.15.MMR009D005	Gangaw District
MM.17.MMR013D003	Yangon South District
MM.17.MMR013D004	West Yangon District
MM.02.MMR004D001	Falam
MM.02.MMR004D003	Hakha
MM.05.MMR003D004	Hpapun
MM.18.MMR018D002	Nay Pyi Taw (South)
MM.01.MMR012D005	Mrauk-U
MM.10.MMR005D003	Monywa
MM.17.MMR013D002	East Yangon District
MM.17.MMR013D001	Yangon (North)
MM.11.MMR015D005	Laukkaing
MM.11.MMR015D007	Matman
MN.21.6618895	Bulgan District
MN.13.6619011	Tosontsengel
MN.01.6619031	Tüvshrüüleh
MN.19.6619163	Böhmörön
MN.12.6987811	Bulgan District
MN.13.6987860	Ih-Uul Sum
MQ.MQ.972	Martinique
MR.05.7910308	Aleg
MR.06.8051339	Ouad Naga
MR.06.8051340	Mederdra
MR.15.9212577	Arafat
MR.14.9212580	Dar Naim
MR.03.9212602	Guerou
MR.04.9212603	Maghama
MR.06.9212604	R'Kiz
MR.07.9212615	Aoujeft
MR.05.9212619	Bababe
MR.08.9212637	Nouadhibou
MR.01.9222754	Bassiknou
MW.N.04	Chitipa District
